director,num_movies,avg_rating,total_votes,popularity_score
F. Gary Gray,5,3.1079999999999997,744981,15.54
F. Javier Gutiérrez,1,1.74,35137,1.74
F. W. Murnau,5,3.846,429236,19.23
F.J. Ossang,1,3.28,324,3.28
Fabrice Du Welz,1,3.14,14496,3.14
Fabrizio De Angelis,2,3.04,614,6.08
Farah Khan,1,3.95,45631,3.95
Farren Blackburn,2,2.335,9992,4.67
"Fax Bahr, George Hickenlooper",1,4.2,52273,4.2
Fede Álvarez,2,3.355,749147,6.71
Federico Fellini,19,3.822105263157895,666338,72.62
"Federico Fellini, Alberto Lattuada",1,3.46,5780,3.46
"Federico Fellini, Michelangelo Antonioni",1,3.37,2178,3.37
"Federico Fellini, Roger Vadim",1,3.38,7716,3.38
Federico Veiroj,1,3.49,2069,3.49
Felix van Groeningen,1,3.99,961919,3.99
Fenar Ahmad,1,3.17,3172,3.17
Feng Xiaogang,2,3.545,3890,7.09
"Fenton Bailey, Randy Barbato",1,3.44,25575,3.44
Ferdinando Baldi,5,2.98,6249,14.9
Fernando Arrabal,1,3.6,1029,3.6
Fernando Colomo,1,2.74,537,2.74
Fernando Di Leo,2,3.215,11529,6.43
Fernando Lebrija,1,1.85,12820,1.85
Fernando León de Aranoa,1,3.49,8576,3.49
Fernando Meirelles,3,3.703333333333333,953393,11.11
Fernando Méndez,1,3.48,1403,3.48
Fisher Stevens,1,3.53,37121,3.53
"Flemming Quist Møller, Stefan Fjeldmark",1,3.24,1035,3.24
Floria Sigismondi,2,2.585,103152,5.17
Florian Gottschick,1,2.56,2951,2.56
Floyd Mutrux,1,3.42,1028,3.42
Forest Whitaker,1,3.39,13468,3.39
Fran Rubel Kuzui,1,2.8,59960,2.8
Franc Roddam,1,3.66,22894,3.66
Francesco Barilli,1,3.44,4911,3.44
Francesco Lettieri,1,3.03,5089,3.03
Francesco Rosi,2,3.83,6379,7.66
Francine McDougall,1,3.46,22031,3.46
Francis Annan,1,3.33,38288,3.33
Francis Ford Coppola,14,3.6614285714285715,4727424,51.26
Francis Lawrence,6,3.373333333333333,4585223,20.24
Francis Lee,1,3.98,110420,3.98
Francis Megahy,1,2.86,1253,2.86
Francis Teri,1,2.73,4511,2.73
Francis Whately,1,3.74,3809,3.74
Franco Prosperi,1,3.09,699,3.09
Franco Rosso,1,4.01,10976,4.01
Franco Zeffirelli,5,3.41,73565,17.05
Frank Agrama,1,2.36,1399,2.36
Frank C. Schröder,1,3.28,520,3.28
Frank Capra,6,4.056666666666667,774112,24.34
"Frank Capra, John Huston",1,3.31,391,3.31
Frank Coraci,5,2.83,1021758,14.15
Frank Darabont,3,4.083333333333333,3002047,12.25
Frank De Felitta,3,3.0866666666666664,16676,9.26
Frank Harris,1,2.95,746,2.95
Frank Henenlotter,4,3.1475,118775,12.59
"Frank Miller, Robert Rodriguez",1,2.87,87482,2.87
Frank Oz,11,3.4209090909090913,553276,37.63
Frank Packard,1,2.96,620,2.96
Frank Paur,1,3.28,10912,3.28
"Frank Paur, Jay Oliva",1,2.7,4310,2.7
Frank Pavich,1,3.96,56507,3.96
Frank Perry,1,3.4,28309,3.4
Frank Pierson,2,3.4850000000000003,18291,6.970000000000001
Frank Roach,1,2.5,928,2.5
Frank Stiefel,1,3.84,1818,3.84
Frank Tuttle,1,3.61,9951,3.61
Frank Whaley,1,3.36,817,3.36
Franklin Guerrero Jr.,1,2.74,446,2.74
Franklin J. Schaffner,4,3.28,57917,13.12
Franklin Ritch,1,3.51,14047,3.51
François Ozon,3,3.4499999999999997,138799,10.35
François Truffaut,5,3.946,401336,19.73
Fred Burnley,1,3.2,547,3.2
Fred C. Brannon,1,2.97,341,2.97
"Fred C. Brannon, William Witney",1,3.32,605,3.32
"Fred C. Newmeyer, Sam Taylor",1,4.11,40387,4.11
Fred Dekker,2,3.455,78617,6.91
Fred M. Wilcox,2,3.285,3283,6.57
Fred Olen Ray,3,2.643333333333333,11017,7.93
Fred Schepisi,1,3.13,6961,3.13
Fred Walton,1,3.06,22402,3.06
Fred Williamson,1,3.01,214,3.01
Fred Wolf,2,2.325,179939,4.65
Fred Zinnemann,4,3.8,101931,15.2
Freddie Francis,5,3.17,38915,15.85
Frederick Wiseman,2,3.815,11615,7.63
Frederick de Cordova,1,2.87,1041,2.87
Frederik Du Chau,1,3.15,21640,3.15
Frederik Louis Hviid,1,3.23,1107,3.23
Fredric Hobbs,1,3.18,501,3.18
Fredrik Bond,1,3.1,18400,3.1
Fritz Böttger,1,1.95,1992,1.95
Fritz Kiersch,2,2.85,103770,5.7
Fritz Lang,15,3.7746666666666666,512955,56.62
Fruit Chan,1,3.49,16582,3.49
"Fruit Chan, Takashi Miike",1,3.53,18205,3.53
Fuminori Kizaki,1,3.5,6122,3.5
Fyodor Bondarchuk,1,2.64,4289,2.64
G.J. Echternkamp,1,2.4,2593,2.4
G.W. Pabst,1,3.87,16391,3.87
Gabe Ibáñez,1,2.82,11325,2.82
Gabriel Pascal,1,2.93,1548,2.93
Gabriel Ripstein,1,3.07,1214,3.07
Gabriela Cowperthwaite,1,3.99,90663,3.99
Gabriele Muccino,3,2.936666666666667,120310,8.81
"Gael García Bernal, Gus Van Sant",1,3.28,366,3.28
Gakuryu Ishii,5,3.59,15401,17.95
Galder Gaztelu-Urrutia,1,3.24,678758,3.24
Gareth Edwards,3,3.34,1620849,10.02
Gareth Evans,3,3.7133333333333334,442713,11.14
Garret Price,2,3.73,32736,7.46
Garrett Bradley,1,3.77,25938,3.77
Garry Marshall,6,2.9616666666666664,1049148,17.77
"Garson Kanin, Carol Reed",1,3.42,271,3.42
Garth Davis,2,3.45,312517,6.9
Garth Jennings,3,3.3366666666666664,586652,10.01
Garth Maxwell,1,3.09,958,3.09
Gary Chapman,1,2.46,27997,2.46
Gary Fleder,2,3.2199999999999998,106677,6.4399999999999995
Gary Goddard,1,2.51,28151,2.51
Gary Leva,1,3.46,330,3.46
Gary McKendry,1,2.73,24827,2.73
Gary Nelson,1,2.92,16184,2.92
Gary Ross,3,3.5866666666666664,2757475,10.76
Gary Sherman,2,3.26,32159,6.52
Gary Trousdale,1,3.22,16779,3.22
"Gary Trousdale, Kirk Wise",1,3.9,649716,3.9
Gary Wang,1,2.63,1738,2.63
Gary Winick,5,3.0620000000000003,1416909,15.310000000000002
Gaspar Noé,8,3.50875,1041372,28.07
Gavin Grazer,1,2.83,1313,2.83
Gavin Hood,2,2.625,596906,5.25
Gavin O'Connor,4,3.1174999999999997,304272,12.469999999999999
Gavin Wiesen,1,2.82,33618,2.82
Gaylene Preston,1,3.23,305,3.23
Gela Babluani,1,2.71,7669,2.71
Gen Sekiguchi,1,3.93,7058,3.93
Gene Kelly,2,3.62,23961,7.24
"Gene Kelly, Stanley Donen",1,3.62,18864,3.62
Gene Quintano,1,3.03,17773,3.03
Gene Saks,1,3.82,23800,3.82
Gene Wilder,3,2.9166666666666665,15977,8.75
Geneviève Robert,1,2.73,1873,2.73
"Genie Joseph, Brendan Faulkner",1,2.63,12113,2.63
"Gennadi Kazansky, Vladimir Chebotaryov",1,3.51,2441,3.51
Genndy Tartakovsky,1,3.31,470425,3.31
Geoff Marslett,1,3.24,322,3.24
Geoff Murphy,1,3.39,1076,3.39
"Geoffrey Orthwein, Andrew Sullivan",1,2.65,3993,2.65
Geoffrey Sax,1,2.24,14049,2.24
Geoffrey Wright,1,3.33,400,3.33
Georg Fenady,1,3.24,839,3.24
George A. Romero,9,3.5433333333333334,660087,31.89
George Armitage,1,3.5,15311,3.5
George Axelrod,1,3.38,931,3.38
George Barry,1,2.69,4607,2.69
George Bowers,2,2.54,5657,5.08
George C. Wolfe,1,3.5,134181,3.5
George Clooney,3,3.0,202670,9.0
George Cukor,6,3.608333333333333,204867,21.65
George Dunning,1,3.9,48044,3.9
George Eastman,1,2.43,1208,2.43
George Elanjian Jr.,1,2.84,673,2.84
George Hickenlooper,1,2.93,236,2.93
George Huang,1,2.7,2970,2.7
George Lucas,5,3.6420000000000003,4533285,18.21
George Marshall,2,3.175,2594,6.35
George McCowan,2,2.58,10516,5.16
George Miller,5,3.536,2580696,17.68
George More O'Ferrall,1,3.33,366,3.33
George Nolfi,1,3.47,23066,3.47
"George Ogilvie, George Miller",1,2.96,138846,2.96
George P. Cosmatos,3,3.33,294183,9.99
George Pal,2,3.29,21656,6.58
George Roy Hill,3,3.9366666666666674,291539,11.810000000000002
George Scribner,2,3.28,85625,6.56
George Seaton,11,3.397272727272727,79872,37.37
George Sherman,2,3.415,5192,6.83
George Sluizer,1,4.03,108391,4.03
George Stevens,10,3.6340000000000003,139253,36.34
George Stevens Jr.,1,3.53,471,3.53
"George Stevens, Charles Reisner",1,3.13,568,3.13
George T. Miller,1,3.13,622,3.13
George Tillman Jr.,4,3.335,185929,13.34
Georges Franju,1,3.93,123732,3.93
"Georgi Kropachyov, Konstantin Ershov",1,3.6,33695,3.6
Gerald Kargl,1,3.73,48754,3.73
"Gerald Potterton, John Bruno",1,3.33,37555,3.33
Gerald Thomas,1,3.1,1693,3.1
"Gerard Bush, Christopher Renz",1,2.68,43079,2.68
Gerard Damiano,1,2.88,677,2.88
Gerard Johnstone,2,3.0650000000000004,684944,6.130000000000001
Gerardo de Leon,2,2.985,2492,5.97
Gerd Oswald,1,2.59,458,2.59
Geremy Jasper,1,3.47,9374,3.47
Germaine Dulac,1,3.46,6434,3.46
Gerry Levy,1,2.85,346,2.85
Gessica Généus,1,3.6,1197,3.6
Gia Coppola,1,3.11,168135,3.11
"Giancarlo Volpe, Dominic Bisignano",1,3.79,1937,3.79
Gianfranco Mingozzi,1,3.16,989,3.16
Gideon Raff,1,2.89,20037,2.89
Gil Bettman,1,2.88,3222,2.88
Gil Junger,2,3.2,2322830,6.4
Gil Kenan,1,3.4,485724,3.4
Gilbert Cates,1,2.67,1200,2.67
Gilbert Moses,1,3.11,616,3.11
Gillian Robespierre,2,3.48,61021,6.96
Gillian Wallace Horvat,1,3.18,4801,3.18
Gillo Pontecorvo,1,4.41,84115,4.41
Gina Prince-Bythewood,2,3.3600000000000003,218782,6.720000000000001
Giorgio Capitani,1,3.44,514,3.44
Giorgio Ferroni,3,3.27,1187,9.81
Giorgio Stegani,2,3.245,917,6.49
Giovanni Pastrone,1,3.5,5638,3.5
Gisaburō Sugii,2,3.62,20296,7.24
Giuliano Montaldo,1,3.59,1141,3.59
Giulio Petroni,2,3.455,9306,6.91
Giulio Questi,2,3.21,6767,6.42
Giuseppe Patroni Griffi,1,3.53,4112,3.53
Giuseppe Tornatore,2,4.12,383597,8.24
Glenn Danzig,1,1.43,6057,1.43
"Glenn Ficarra, John Requa",2,3.545,1027522,7.09
Glenn Gordon Caron,1,2.75,13011,2.75
Glenn Jordan,1,3.23,812,3.23
Glenn Miller,1,1.83,3199,1.83
Glenn Standring,1,2.81,817,2.81
Godfrey Ho,1,2.79,2734,2.79
Godfrey Reggio,2,3.9799999999999995,81350,7.959999999999999
Goran Dukić,1,3.65,34776,3.65
Gordon Chan,2,2.96,24493,5.92
Gordon Douglas,2,3.365,23055,6.73
Gordon Hessler,1,3.41,6992,3.41
Gordon Parks,2,3.42,32233,6.84
Gordon Parks Jr.,1,3.31,1968,3.31
Gore Verbinski,6,3.3333333333333335,2544298,20.0
Gorman Bechard,5,2.9899999999999998,5122,14.95
Goro Miyazaki,1,3.72,200785,3.72
"Graham Annable, Anthony Stacchi",1,3.27,91735,3.27
Graham Baker,1,3.16,6841,3.16
Graham Foy,1,3.6,1251,3.6
Grant Austin Waldman,1,2.87,663,2.87
Grant Harvey,1,2.68,11002,2.68
Grant Heslov,1,3.04,72710,3.04
Grant Sputore,1,3.07,84968,3.07
"Granz Henman, Til Schweiger",1,3.27,879,3.27
Greg Antonacci,1,2.73,312,2.73
Greg Barker,1,2.82,11442,2.82
Greg Beeman,1,3.11,15207,3.11
Greg Berlanti,1,3.24,470323,3.24
Greg Coolidge,1,2.46,30161,2.46
Greg Franklin,1,2.62,2438,2.62
Greg Lamberson,1,3.02,2552,3.02
Greg Marcks,2,3.01,15162,6.02
Greg McLean,4,2.68,168539,10.72
Greg Mottola,5,3.34,1984907,16.7
"Greg Strause, Colin Strause",1,1.82,25774,1.82
"Greg Tiernan, Conrad Vernon",1,2.27,450581,2.27
Greg Yaitanes,1,3.88,9699,3.88
Gregg Araki,2,4.095000000000001,418114,8.190000000000001
Gregg Bishop,1,2.94,3431,2.94
Gregg Vanzo,1,4.07,1991,4.07
Gregor Jordan,1,3.56,12433,3.56
Gregory Hatanaka,1,1.85,2364,1.85
Gregory Hoblit,2,3.6399999999999997,345727,7.279999999999999
Gregory Jacobs,1,3.15,75178,3.15
Gregory La Cava,1,3.93,27121,3.93
Gregory Mackenzie,1,2.8,1352,2.8
Gregory Mandry,1,2.62,318,2.62
Gregory Nava,1,3.6,43554,3.6
Gregory Plotkin,1,2.53,42699,2.53
Gregory Poirier,1,2.21,5636,2.21
Greta Gerwig,2,3.8099999999999996,6464995,7.619999999999999
Greydon Clark,3,2.6166666666666667,15737,7.85
Griff Furst,1,1.95,1063,1.95
Guido Manuli,1,3.31,459,3.31
Guilherme de Almeida Prado,1,3.59,856,3.59
Guillermo del Toro,10,3.497,3145682,34.97
Gurinder Chadha,3,3.236666666666667,162553,9.71
Gus Van Sant,10,3.4450000000000003,2552179,34.45
Gustav Wiklund,1,2.92,215,2.92
Gustavo Taretto,1,4.05,53054,4.05
Guy Green,1,3.93,6362,3.93
Guy Hamilton,4,3.28,255932,13.12
Guy Maddin,2,3.86,19018,7.72
"Guy Maddin, Evan Johnson",1,3.74,6700,3.74
Guy Nattiv,1,3.18,17316,3.18
Guy Pigden,1,2.98,388,2.98
Guy Ritchie,6,3.4466666666666668,1794493,20.68
György Pálfi,1,3.87,4269,3.87
Göran Olsson,1,4.02,7078,4.02
Götz Spielmann,1,3.96,13521,3.96
H. C. Potter,1,3.38,8019,3.38
H. Tjut Djalil,2,3.23,8711,6.46
H.B. Halicki,1,3.22,6226,3.22
Hafsia Herzi,1,3.53,1258,3.53
Haider Rashid,1,3.26,556,3.26
Haifaa al-Mansour,1,3.81,22462,3.81
Hajime Sato,1,3.26,4014,3.26
Hal Ashby,7,3.7214285714285715,258614,26.05
Hal Hartley,3,3.763333333333333,36675,11.29
Hal Kanter,1,3.12,1492,3.12
Hal Needham,5,3.048,75866,15.24
Hal Prince,1,3.09,574,3.09
Hal Sutherland,2,3.045,1264,6.09
Halina Reijn,3,3.09,1534941,9.27
Hallie Meyers-Shyer,1,2.67,35194,2.67
"Hamilton Luske, Ben Sharpsteen",1,3.48,300150,3.48
"Hamilton Luske, Clyde Geronimi",1,3.67,292719,3.67
"Hamilton Luske, Les Clark",1,3.77,3710,3.77
"Hamilton Luske, Wilfred Jackson",1,3.56,270075,3.56
Hamilton MacFadden,1,3.17,556,3.17
Han Jae-rim,1,3.38,3002,3.38
Han Jun-hee,1,2.81,2164,2.81
Hannah Fidell,1,2.46,22851,2.46
Hans Petter Moland,1,3.45,7799,3.45
Harald Reinl,2,3.08,4967,6.16
Harald Zwart,3,2.6466666666666665,79605,7.9399999999999995
Harley Cokeliss,2,2.84,3456,5.68
Harmony Korine,2,3.16,316735,6.32
"Harmony Korine, Alexey Fedorchenko",1,3.42,595,3.42
Harold Becker,4,3.2,55148,12.8
Harold Guskin,1,3.18,378,3.18
Harold P. Warren,1,1.64,15218,1.64
Harold Ramis,5,3.3600000000000003,935320,16.8
Harold Young,1,2.6,4519,2.6
Harry Bradbeer,2,3.195,619492,6.39
Harry Bromley Davenport,1,3.14,14005,3.14
"Harry Hope, Lee Sholem",1,2.34,542,2.34
Harry Kerwin,1,2.57,799,2.57
Harry Kümel,2,3.505,21227,7.01
Harry Winer,1,2.87,3493,2.87
Hart Bochner,1,3.11,6413,3.11
Harvey Berman,1,2.8,514,2.8
Hayao Miyazaki,10,4.183,9508602,41.83
"Hayden Schlossberg, Jon Hurwitz",1,2.95,61100,2.95
Heather A. Maxwell,1,3.14,4766,3.14
Helmut Käutner,1,3.83,899,3.83
"Hendel Butoy, Mike Gabriel",1,3.21,58220,3.21
Henri Verneuil,1,3.46,1839,3.46
Henri-Georges Clouzot,11,3.7963636363636364,162304,41.76
Henrik Burman,1,3.93,7765,3.93
Henry Alex Rubin,1,3.49,15781,3.49
Henry Bean,1,3.46,24225,3.46
Henry Cass,2,3.015,1392,6.03
Henry Dunham,1,3.43,8228,3.43
Henry Hathaway,2,3.06,954,6.12
Henry Hobson,1,2.72,21798,2.72
Henry Jaglom,1,2.58,1715,2.58
"Henry Joost, Ariel Schulman",3,2.686666666666667,428501,8.06
Henry King,2,3.59,14046,7.18
Henry Koster,1,3.52,18440,3.52
Henry Levin,3,3.1333333333333333,1797,9.4
"Henry Levin, George Pal",1,3.21,1055,3.21
Henry Saine,1,2.85,1447,2.85
Henry Selick,4,3.5524999999999998,3261399,14.209999999999999
Henry Winkler,1,3.16,495,3.16
Herbert L. Strock,1,2.72,1126,2.72
Herbert Ross,1,3.32,169189,3.32
Herbert Wise,1,4.29,3301,4.29
Herk Harvey,1,3.77,76100,3.77
Herman Yau,1,2.93,2701,2.93
Herschell Gordon Lewis,3,2.8633333333333333,21598,8.59
"Hideaki Anno, Kazuya Tsurumaki",1,4.47,369887,4.47
Hideo Nakata,1,3.61,173008,3.61
Hikari,1,3.69,7199,3.69
"Hikari, Jake Schreier",1,4.23,297707,4.23
Hirokazu Kore-eda,10,4.101,560280,41.01
Hiromasa Yonebayashi,3,3.69,614089,11.07
Hironobu Sakaguchi,1,2.66,26701,2.66
Hiroshi Fukutomi,1,3.49,6132,3.49
Hiroshi Teshigahara,2,4.345000000000001,93580,8.690000000000001
"Hiroshi Watanabe, Kazuo Yamazaki",1,3.39,600,3.39
Hiroyuki Kitakubo,2,3.465,15776,6.93
"Hiroyuki Kitakubo, Yasuhito Kikuchi",1,3.95,7155,3.95
Hiroyuki Seshita,1,3.1,9696,3.1
Hiroyuki Yamaga,1,3.68,5664,3.68
Hiroyuki Yokoyama,1,3.25,1985,3.25
Ho Meng-Hua,1,3.34,2470,3.34
Hong Deok-pyo,1,3.07,252,3.07
Hong Khaou,1,3.22,5989,3.22
Hong Sang-soo,3,3.6966666666666668,42571,11.09
Hong Seung-wan,1,3.6,1837,3.6
Hope Perello,1,2.29,1896,2.29
Hou Hsiao-hsien,1,3.85,51645,3.85
Howard Deutch,6,2.9233333333333333,206868,17.54
Howard Hawks,21,3.7280952380952384,652153,78.29
Howard McCain,1,2.87,10984,2.87
Howard Morris,1,3.36,367,3.36
Howard R. Cohen,2,2.515,7327,5.03
Howard Storm,1,2.73,17024,2.73
Howard Zieff,3,3.3533333333333335,211125,10.06
Hu Bo,1,4.35,31551,4.35
Huang Kin-Lung,1,3.19,798,3.19
Huck Botko,1,2.74,493,2.74
